書名,作者,分類,狀態,按讚數,出版社,tag(最多五個),,,,,連結,簡介
一顧南言,夜闌無星,愛情,完結,2,吾里文化,BG愛情,,,,,https://mojoin.com/novels/267,"從人人唾棄的失足少女，到風光無限的厲家小姐，顧安一隻花了三天的時間。
但是厲南言教會顧安一，從一身暴戾到步步生蓮，卻足足用了五年的時間。
五年後，他和別人締結婚約，大婚在即。
顧安一手握尖刀，對準女人心臟。
「我花了五年的時間，教你做一個善良溫柔的人，原來一切都是徒勞，永遠改變不了你骨子裡嗜血的本性，你走吧！」厲南言面如灰土。
……
三年後，她挽著他人手臂出現在他面前，言笑晏晏。
他將她逼至牆角，嚴厲質問：「顧安一，你是不是非得這麼作踐自己，才甘心？」"
懸愛,盛秋,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/167,"戀愛總要有人先耍流氓，姐豁出去了！
她就是來踐行女追男到底是隔層紗？還是隔著一座山？
可，他是喜馬拉雅山中的珠穆朗瑪峰，高不可攀。

某日
艾卿：「老師，有女朋友嗎？」"
醜女涅槃：毒仙歸來,淺暖星一,愛情,完結,150,吾里文化,BG愛情,,,,,https://mojoin.com/novels/157,"縱橫大陸，四國風起雲湧。
她是特種部隊女上尉雲青梅，在強者為尊的異世重生。
從起初頂著一張巨醜的面容，步步為營夾縫求生。
再到華麗變臉，強者路漫漫其修遠，將傷害過她的人逐一求索。
打算塵封的心卻被某個無賴撩撥，半路又殺出處處維護她的妖孽世尊。
是和無賴浪跡四國？或者和世尊歸隱？還是拋棄一切回到她熟悉的世界。"
宮鎖凰,鹿溫久,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/139,"堂堂丞相之女連個姓氏都沒有，從小的祖母撫養才有一名存活。
自小跟著傳聞中有著訂天下之才的忘丘八賢學習。
然而，太皇太后一道懿旨卻讓入宮為後，這個丈夫心儀許久卻不收待見。
後宮兩宮太后佔據，前朝四分五裂。
看她如何平定前朝，安定后宮。"
容教授，你媳婦跑了,若水亭,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/97,"容家的太子爺拋棄了家族產業，跑去當了大學教授，據說是為了一個女人。
五年後，這個女人卻挽著別的男人手回來了。
這下，容教授…… 怒了！「容少，我已經結婚了。」
時思年的拒絕理由永遠都這麼鑽心刺骨，然而容承璟卻拉著她死纏爛打不放手，一個壁咚到牆角，耀眼的粉鑽晃動人心。
「結婚還可以離婚，離婚還可以再結婚。」
待時過境遷，滄海桑田之後。
剛參加完畫展回來的時思年一推門，就看見家裡的小包子「啪嗒」一聲摔壞"
愛,斜月簾櫳,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/82,"宋北傾愛著賀南山，很愛很愛，愛到可以低入塵埃，可以拋棄尊嚴。
但是賀南山不愛宋北傾，婚姻三年，宋北傾徹底從賀南山的生命裡退出的時候，賀南山才突然發現自己的胸口好像缺了一塊。"
絕色王爺求不約,堅強的小榴槤,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/70,"第一次相見，她掉進了他的浴桶，不僅看了他洗澡，還將他摸了強吻，佔盡便宜後溜之大吉。
第二次見面，兩人身份微妙，她驚覺上次自己得罪的是怎樣可怕的人物，然而，人不要臉則無敵，即便天下人都怕他，她依舊有恃無恐。
第三次再見，卻是他伸手過來，迎接著她遠嫁

此後兩國不再太平。"
今朝落雪待歸人,眠卿,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/59,"他是天界帝君。
卻為了她放棄所有，來到地府，兩次捨命相救，魂魄難全。
她是魔界宮主的親姐姐。
一朝失憶，來到了他的世界所有人都說他們是為世人所不容的孽緣。
唯有她相信，縱使所愛隔山海她亦可讓山海皆平！"
撩人皇后，帥哥溫柔點兒,琉璃暖,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/47,"她是翻手為雲覆手為雨的沉香宮主宰，以遊戲人間為樂，於是在京城開了一家名曰浮香樓的男館。
為了招到天下幾個美男做招牌，充盈她的小金庫，於是她裝傻充愣扮演呆萌小甜心，客串純良無害的好騙小白兔，偶爾也變身野性難馴的磨人小妖精。
哪曾想玩過了火，一不小心惹下了一大堆的桃花債。
直到有一天她玩累了，歡歡喜喜坐上大紅花轎，準備去給天下第二帥的男人當皇后，不想半路被人劈碎轎子。"
重生之絕世寵妃,南山悠然,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/16,"她身為王府嫡女，謀略武功皆是不凡。
數年真心，助渣男榮登九五，豈料換來的卻是冷宮囚禁。
重生而來，有仇報仇，有怨報怨。斷了渣男的登基之路，戳破渣女的偽善惡毒，讓他們再無翻身之日。
渣男錶白？直接踢開。渣女設計毀清白？那就以其人之道還治其人之身。便宜舅媽貪家產？掃地出門還讓你陪精神損失費。
「顧清瞳性格暴戾，不配擔郡主之名。」
顧家數十萬大軍：「誰敢說我們郡主一句不是？」
眾人噤聲。
內有哥姐相護，外有美男擋刀。"
不負如來終負你,若夏白,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/2,"他是受佛祖之命拯救人生苦難的苦行彌僧。
她是集萬千寵愛的公主。
她愛他，他卻心懷天下。
那一天，她一襲火紅嫁衣出現在他面前，紅唇輕啟，微微發抖。
「大師，你能帶我走嗎？」"
囚婚,安涼,愛情,完結,0,吾里文化,BG愛情,,,,,https://mojoin.com/novels/1000,"「不服來戰！」她囂張地看著平城第一GAY挑釁。
「戰？」他霸氣側漏地撲身過去，某男完美化身！
她恨恨道，「你這個死GAY，竟然是個騙子！」

他是震驚商業圈的商業教父，她是被迫嫁給他弟弟的契約老婆，然而，契約老公一夜暴斃……
他卻纏上了她，一夜變了性取向。
「顧總，我們這樣有違人倫！」
「人倫？來，讓我教教你什麼是人倫！」"
囚愛擒歡：總裁先生輕輕親,月橋禾安,愛情,完結,7,吾里文化,BG愛情,,,,,https://mojoin.com/novels/839,"一場交易，溫淺站在霍聿深面前，「霍先生，我怎麼樣？」
矜貴的男人高挑著眉端，眼底蘊藏著迷離之色，「滾。」

溫淺咬牙：「你名深我叫淺，豈非絕配？」
「如果不死就答應你，再說一句，我不喜歡溫柔。」男人低低地笑出聲，伸手掐住她纖細的頸。
她心有摯愛，他亦有心上明月。"
摟住殿下小蠻腰,木須肉,愛情,完結,,,,,,,,,
快穿之病毒大人你站住,小竹燈,愛情,完結,,,,,,,,,
他曾愛過我,百谷蓁蓁,愛情,完結,,,,,,,,,
戰火王妃：王爺莫要撩戰袍,小月彎彎,愛情,完結,,,,,,,,,
太傅嫁到,亦何,愛情,完結,,,,,,,,,
雲城晚來歌,八月十七,愛情,完結,,,,,,,,,
十方劫,永畫,愛情,完結,,,,,,,,,
煞妃出沒，國師太難纏,妖妖,愛情,完結,,,,,,,,,
國師大人請自重,西樹泡芙,愛情,完結,,,,,,,,,
王妃富甲天下,地府十三鬼,愛情,完結,,,,,,,,,
有個妖孽總在我眼前晃,白砂糖,愛情,完結,,,,,,,,,
謀情掠愛，毒妃重生不好惹,文越,愛情,完結,,,,,,,,,
邪龍纏鳳，愛妃約不約,公子緋緋,愛情,完結,,,,,,,,,
北方茵茵正茂時,小北啊??,愛情,完結,,,,,,,,,
暴君寵妃無度,小鹿狂野,愛情,完結,,,,,,,,,
霸道總裁愛上我,月色靜好,愛情,完結,,,,,,,,,
重生愛上九千歲,君驍,愛情,完結,,,,,,,,,
攝政王，你家王妃又跑了,一隻莫噠啦,愛情,完結,,,,,,,,,
辰情如故,_沉默寡言JY,愛情,完結,,,,,,,,,
大婚晚成：律師大人惹不得,半箋淸墨,愛情,完結,,,,,,,,,
喜你白晝如焚,言多bi池。,愛情,完結,,,,,,,,,
賢妻天降：夫人姍姍來,君驍,愛情,完結,,,,,,,,,
鹿先生眼中有星辰,辰時溪,愛情,完結,,,,,,,,,
世間終你最好,沈青荷,愛情,完結,,,,,,,,,
一品皇妃：王爺寵不休,忘川公子,愛情,完結,,,,,,,,,
禁慾系男神,七懶,愛情,完結,,,,,,,,,
花開是美，花落是醉,子安,愛情,完結,,,,,,,,,
感謝你，溫暖我的小時光,山風旅人,愛情,完結,,,,,,,,,
嫡妻有謀,安涼,愛情,完結,,,,,,,,,
我的徒弟是妖神,文越,愛情,完結,,,,,,,,,
愛時心動如初,方聽白,愛情,完結,,,,,,,,,
狐仙夭夭,木子白衣,愛情,完結,,,,,,,,,
毒女來襲，鬼王請淡定,文越,愛情,完結,,,,,,,,,
掠情奪愛，總裁蓄謀已久,公子漫漫,愛情,完結,,,,,,,,,
步步撩人：皇后不好當,文越,愛情,完結,,,,,,,,,
崇樓如故,vivi薇安,愛情,完結,,,,,,,,,
戀戀不忘，戎少忙追妻,于紫陽,愛情,完結,,,,,,,,,
似是故人來,vivi薇安,愛情,完結,,,,,,,,,
餘生與你糾纏,七懶,愛情,完結,,,,,,,,,
他來時溫如故,七懶,愛情,完結,,,,,,,,,
早見晚愛,一代萌神,愛情,完結,,,,,,,,,
顧盼流連,Ms.疏影,愛情,完結,,,,,,,,,
歡情盛寵：陸先生的密愛情人,_沉默寡言JY,愛情,完結,,,,,,,,,
人間至味是清歡,Ms.疏影,愛情,完結,,,,,,,,,
星光熠熠，許你此生,_沉默寡言JY,愛情,完結,,,,,,,,,
似璟年華，鬱少暖暖愛,_沉默寡言JY,愛情,完結,,,,,,,,,
餘生很長，你最難忘,一朝一暮,愛情,完結,,,,,,,,,
戀愛心理學,鬱兔,愛情,完結,,,,,,,,,
帶刺薔薇,鬱兔,愛情,完結,,,,,,,,,
古埃及王的祝福,鑽石心,愛情,完結,,,,,,,,,
親愛的，讓我借住幾晚吧？,哩哩呱哩,愛情,完結,,,,,,,,,
戀愛依存大小姐的一百種撩哥術,不眠不咻,愛情,完結,,,,,,,,,
堤門諾斯,竟然,愛情,完結,,,,,,,,,
這一次，我會好好喜歡你,熟魚片,愛情,完結,,,,,,,,,
躍蓬萊,右璇C,愛情,完結,,,,,,,,,
星黑戀影,沫晨優,愛情,完結,,,,,,,,,
羽落北辰,執光,愛情,完結,,,,,,,,,
絕色靈音師,墨妲妲,愛情,完結,,,,,,,,,
如果社恐，就去夾娃娃吧,吐維,BL耽美,連載,,,,,,,,,
深眠,依讀,BL耽美,連載,,,,,,,,,
寵物關係,雨墨濂,BL耽美,連載,,,,,,,,,
偷偷養,冰殊靛,BL耽美,連載,,,,,,,,,
叛逆玩家,花於景,BL耽美,連載,,,,,,,,,
無瞳之眼02,風花雪悅,BL耽美,完結,,,,,,,,,
我從遊戲中喚醒的魔王是廢柴1：新任務：美麗魔境,子陽,BL耽美,完結,,,,,,,,,
創傷後戀愛症候群,李勤英,BL耽美,完結,,,,,,,,,
無瞳之眼01,風花雪悅,BL耽美,完結,,,,,,,,,
天明前，為翊天之辰星,閒魚乾,BL耽美,完結,,,,,,,,,
初嘗禁果,多人合集,BL耽美,完結,,,,,,,,,
偽娘直播中,程雪森,BL耽美,完結,,,,,,,,,
怪物結案報告,依讀,BL耽美,完結,,,,,,,,,
赤與白的米諾,七月鼠,BL耽美,完結,,,,,,,,,
心隨秒針下沉,瀨葉,BL耽美,完結,,,,,,,,,
以愛為名,吐維,BL耽美,完結,,,,,,,,,
逆時才能揭曉的真相,巾絲草,BL耽美,完結,,,,,,,,,
Adapt！,倪亞青,BL耽美,完結,,,,,,,,,
新科兔兒神奮發記,風韞翔,BL耽美,連載,,,,,,,,,
少司命,風韞翔,BL耽美,完結,,,,,,,,,
貪吃鬼,悍兔,BL耽美,完結,,,,,,,,,
王牌的他不愛看劇,符晴,BL耽美,完結,,,,,,,,,
我在便利商店撿到一隻男神,吐維,BL耽美,完結,,,,,,,,,
暗戀,蒔九,BL耽美,完結,,,,,,,,,
辦公室的探戈,悍兔,BL耽美,完結,,,,,,,,,
病嬌弟弟好可怕(05)遺忘的記憶與回憶起的感情(END),帝華席亞,BL耽美,完結,,,,,,,,,
病嬌弟弟好可怕(04)初戀的長髮少女與生病的孿生弟弟,帝華席亞,BL耽美,完結,,,,,,,,,
病嬌弟弟好可怕(03)傳遞戀情的巧克力與掌控生死的子彈,帝華席亞,BL耽美,完結,,,,,,,,,
病嬌弟弟好可怕(02)賢慧滿分的手做料理與情趣加分的手銬,帝華席亞,BL耽美,完結,,,,,,,,,
病嬌弟弟好可怕(01)飽含愛意的圍巾與承滿殺意的美工刀,帝華席亞,BL耽美,完結,,,,,,,,,
異星天使，用愛馴服(06)自由之翼(END),子陽,BL耽美,完結,,,,,,,,,
異星天使，用愛馴服(05)謊言真相,子陽,BL耽美,完結,,,,,,,,,
異星天使，用愛馴服(04)萬眾一心,子陽,BL耽美,完結,,,,,,,,,
異星天使，用愛馴服(03)母星解密,子陽,BL耽美,完結,,,,,,,,,
異星天使，用愛馴服(02)性感小寵物,子陽,BL耽美,完結,,,,,,,,,
異星天使，用愛馴服(01)從天而降,子陽,BL耽美,完結,,,,,,,,,
第一次告白短篇小說集,悍兔,BL耽美,完結,,,,,,,,,
異外！不獸控制,M.貓子、依讀,BL耽美,完結,,,,,,,,,
狼人先生的私密授課(06)裸湯!森林的學園祭(END),子陽,BL耽美,完結,,,,,,,,,
狼人先生的私密授課(05)第一堂歷史課，兄弟拉腐拉腐,子陽,BL耽美,完結,,,,,,,,,
狼人先生的私密授課(04)深淵的校外教學,子陽,BL耽美,完結,,,,,,,,,
狼人先生的私密授課(03)第一堂劍術課，一樣都是長的跟尖的,子陽,BL耽美,完結,,,,,,,,,
狼人先生的私密授課(02)老師，請大聲點我的名字！,子陽,BL耽美,完結,,,,,,,,,
狼人先生的私密授課(01)老師！請讓我在你身上計算加減乘除,子陽,BL耽美,完結,,,,,,,,,
夜裡的北極星,李勤英,BL耽美,完結,,,,,,,,,
親愛的，我把你掰彎了03尾行篇,釉子酒,BL耽美,完結,,,,,,,,,
親愛的，我把你掰彎了02社遊篇,釉子酒,BL耽美,完結,,,,,,,,,
吸血鬼育兒日記(06)一個吸血鬼的誕生(END),子陽,BL耽美,完結,,,,,,,,,
吸血鬼育兒日記(05)監禁重生,子陽,BL耽美,完結,,,,,,,,,
往後餘生,悍兔,BL耽美,完結,,,,,,,,,
成為全台迷因後,牧昭昭,BL耽美,完結,,,,,,,,,
吸血鬼育兒日記(04)爸爸們的奢華海島行,子陽,BL耽美,完結,,,,,,,,,
吸血鬼育兒日記(03)主人與他的「新娘」,子陽,BL耽美,完結,,,,,,,,,
吸血鬼育兒日記(02)你有看見我的衣服嗎？,子陽,BL耽美,完結,,,,,,,,,
吸血鬼育兒日記(01)「女王」和他的情人,子陽,BL耽美,完結,,,,,,,,,
好想要個抱枕,吐維,BL耽美,完結,,,,,,,,,
親愛的，我把你掰彎了01碟仙篇,釉子酒,BL耽美,完結,,,,,,,,,
窒愛,程雪森,BL耽美,完結,,,,,,,,,
